fps,total_timesteps,value_loss,policy_entropy,policy_loss,nupdates,explained_variance,ep_reward_mean,ep_len_mean
78,0,1.47433340549469,9.932570457458496,-0.10174825042486191,1,-0.05782651901245117,,
257,8019,0.08272574096918106,10.032685279846191,-0.37830454111099243,100,-4394569.0,133.349791375,1000.0
247,16119,0.45697981119155884,10.051215171813965,-0.029215596616268158,200,-0.06667077541351318,117.48822525,1000.0
216,24219,0.37741655111312866,10.116728782653809,0.007163636386394501,300,0.18963658809661865,128.00505504166665,1000.0
219,32319,4.804805755615234,10.144156455993652,0.11423569917678833,400,-0.011174798011779785,248.88876515625,1000.0
222,40419,5.042166709899902,10.148104667663574,-0.30092090368270874,500,-0.06925046443939209,428.227396625,1000.0
223,48519,13.335955619812012,10.15102481842041,-0.12775923311710358,600,-0.130395770072937,991.1641840416665,1000.0
226,56619,12.882333755493164,10.153221130371094,0.1625106781721115,700,0.043315589427948,1848.905414,1000.0
227,64719,11.341853141784668,10.119671821594238,-0.2234388291835785,800,-0.02434086799621582,2847.727763859375,1000.0
229,72819,9.046446800231934,10.031503677368164,0.07153108716011047,900,0.0008149147033691406,3864.513198097222,1000.0
230,80919,7.773308753967285,10.046843528747559,-0.05465191602706909,1000,-0.09215915203094482,4849.37440275,1000.0
231,89019,6.8486528396606445,10.054614067077637,-0.33515632152557373,1100,0.021487951278686523,5953.170095625,1000.0
231,97119,7.3203020095825195,10.068648338317871,-0.20410999655723572,1200,-0.13088858127593994,7248.797661218749,1000.0
232,105219,7.695367336273193,10.051421165466309,-0.31206464767456055,1300,-0.06584334373474121,9026.37311585,1000.0
232,113319,7.537649631500244,9.95443058013916,0.05914439260959625,1400,-0.008085370063781738,11265.085152470001,1000.0
232,121419,7.540566444396973,9.913941383361816,-0.137917622923851,1500,0.03381955623626709,13903.292730610001,1000.0
232,129519,7.212281703948975,9.820446968078613,-0.4584393799304962,1600,0.012467026710510254,17210.715006280003,1000.0
232,137619,8.247467041015625,9.788309097290039,-0.04721861705183983,1700,0.003482520580291748,21137.8390044,1000.0
232,145719,8.446911811828613,9.742173194885254,0.01844092458486557,1800,-0.009066343307495117,25186.925313100004,1000.0
232,153819,8.649032592773438,9.686971664428711,0.08748466521501541,1900,-0.01645839214324951,29518.22001003,1000.0
232,161919,7.093485355377197,9.675247192382812,-0.4131017029285431,2000,-0.03087460994720459,33239.78891412,1000.0
232,170019,6.690695285797119,9.634157180786133,0.0790267363190651,2100,-1.5935654640197754,36875.60311559,1000.0
232,178119,4.633103370666504,9.635948181152344,-0.2615518569946289,2200,0.07385838031768799,39033.25125003,1000.0
232,186219,4.9625725746154785,9.64759635925293,-0.04106490686535835,2300,-0.07101619243621826,42569.653255230005,1000.0
232,194319,4.896839141845703,9.638677597045898,0.19672326743602753,2400,-0.1280992031097412,45706.36947048001,1000.0
232,202419,4.735417366027832,9.6257905960083,-0.12288373708724976,2500,-0.26282835006713867,48560.07011111,1000.0
232,210519,4.078989505767822,9.61376953125,-0.18790164589881897,2600,-11.44068431854248,51459.68821745,1000.0
232,218619,4.879508972167969,9.596884727478027,-0.3358646631240845,2700,-0.08357667922973633,54509.322672030015,1000.0
232,226719,5.054903507232666,9.589936256408691,-0.4056171178817749,2800,0.0756712555885315,57394.563076139995,1000.0
232,234819,4.697314739227295,9.573766708374023,-0.2567307651042938,2900,0.022048115730285645,59054.074977840006,1000.0
232,242919,4.789841651916504,9.524014472961426,-0.05710747838020325,3000,-0.06935536861419678,60948.86660644002,1000.0
232,251019,5.210291862487793,9.46567440032959,-0.004180632531642914,3100,-0.11544418334960938,62889.470768780004,1000.0
232,259119,4.8275604248046875,9.45529842376709,-0.30273932218551636,3200,0.00757986307144165,63681.011736969995,1000.0
233,267219,4.944925308227539,9.43751335144043,-0.17830674350261688,3300,0.01286327838897705,64647.79881947998,1000.0
233,275319,4.813095569610596,9.414291381835938,0.030353307723999023,3400,-0.0026209354400634766,67888.55473815,1000.0
233,283419,4.865932464599609,9.403229713439941,0.20836272835731506,3500,-0.002842545509338379,70029.85301552001,1000.0
233,291519,4.820490837097168,9.38442325592041,0.2977496087551117,3600,0.007197320461273193,71571.62127151,1000.0
233,299619,5.03729248046875,9.36963176727295,-0.25124168395996094,3700,-0.13144266605377197,72780.14780401999,1000.0
233,307719,5.079018592834473,9.374687194824219,-0.18255865573883057,3800,0.010663211345672607,74804.65105706,1000.0
233,315819,4.879155158996582,9.381026268005371,-0.15041115880012512,3900,0.029487788677215576,76603.53812666,1000.0
233,323919,4.805657863616943,9.356775283813477,-0.5814434885978699,4000,-0.04093015193939209,77638.84217241,1000.0
233,332019,5.028742790222168,9.342242240905762,-0.2815953195095062,4100,0.047462522983551025,79118.83384343999,1000.0
233,340119,4.89678955078125,9.306557655334473,0.05662567913532257,4200,-0.10061120986938477,80038.03725678,1000.0
234,348219,4.806077480316162,9.31229305267334,0.08505390584468842,4300,-0.10791027545928955,80722.38946941,1000.0
234,356319,4.942278861999512,9.307985305786133,-0.32893556356430054,4400,-0.12571823596954346,82708.15330031,1000.0
234,364419,5.180741786956787,9.276226997375488,-0.24198058247566223,4500,0.0035116076469421387,83734.48378467001,1000.0
234,372519,5.220717906951904,9.304313659667969,-0.1910487711429596,4600,-0.042241454124450684,84634.14718874,1000.0
234,380619,5.099314212799072,9.350417137145996,-0.36129310727119446,4700,-0.02285754680633545,85472.06472137,1000.0
234,388719,5.077960968017578,9.323386192321777,0.23411300778388977,4800,-0.0032656192779541016,86195.27658153001,1000.0
234,396819,4.995658874511719,9.289196968078613,-0.31359148025512695,4900,0.008588552474975586,86944.6569882,1000.0
234,404919,4.982964992523193,9.266961097717285,-0.1860579550266266,5000,0.046989619731903076,87673.89822319002,1000.0
234,413019,5.021768093109131,9.239760398864746,-0.2732319235801697,5100,0.03862714767456055,88233.57738013001,1000.0
234,421119,5.032663822174072,9.212516784667969,-0.121239073574543,5200,0.022394955158233643,88570.53893464,1000.0
234,429219,4.9421539306640625,9.215849876403809,0.04946230351924896,5300,-0.029062390327453613,88994.91297245001,1000.0
233,437319,5.08101749420166,9.215578079223633,-0.007911883294582367,5400,-0.0017681121826171875,89656.38307014,1000.0
233,445419,5.05988073348999,9.210671424865723,-0.3388552665710449,5500,0.07660424709320068,90073.84054208001,1000.0
233,453519,4.88234806060791,9.215252876281738,0.027090594172477722,5600,0.10225695371627808,90697.56422289001,1000.0
233,461619,5.214005947113037,9.208321571350098,0.10851415991783142,5700,0.034172892570495605,91279.34967956001,1000.0
233,469719,5.200716972351074,9.205886840820312,-0.0014838650822639465,5800,0.002030491828918457,91707.91947139,1000.0
233,477819,5.287294864654541,9.236706733703613,-0.33581507205963135,5900,0.0013797283172607422,92305.55450159,1000.0
233,485919,5.10957145690918,9.224194526672363,-0.08149522542953491,6000,0.08319151401519775,92791.33082890998,1000.0
233,494019,5.053980827331543,9.211868286132812,-0.25676238536834717,6100,-0.13409650325775146,92539.10136584,1000.0
233,502119,5.034769535064697,9.216849327087402,0.01635511964559555,6200,-0.0010579824447631836,92820.84794055,1000.0
233,510219,4.87591552734375,9.212553977966309,0.09958668053150177,6300,-0.03702366352081299,92575.23410020997,1000.0
233,518319,4.941689968109131,9.178152084350586,-0.06753262877464294,6400,-0.010975241661071777,93193.97805292999,1000.0
233,526419,5.008284568786621,9.189264297485352,-0.19586506485939026,6500,-0.05262959003448486,93720.71903580999,1000.0
233,534519,4.954439640045166,9.175714492797852,-0.29136431217193604,6600,0.06933873891830444,93884.51044160001,1000.0
233,542619,4.971477031707764,9.159814834594727,0.04931328445672989,6700,-0.02770376205444336,94063.52945803,1000.0
233,550719,4.579174995422363,9.178808212280273,-0.1957404911518097,6800,0.12709957361221313,93483.87661399001,1000.0
233,558819,4.836155891418457,9.178862571716309,0.1580359935760498,6900,-0.010677099227905273,93705.93514535,1000.0
233,566919,4.703510761260986,9.189404487609863,-0.08611144125461578,7000,-0.01615166664123535,93129.86304139998,1000.0
233,575019,4.79550313949585,9.182480812072754,-0.29437029361724854,7100,-0.0634756088256836,93415.64394098001,1000.0
233,583119,4.802870750427246,9.192075729370117,-0.03098466247320175,7200,-0.1522125005722046,92794.93561328002,1000.0
233,591219,4.737504005432129,9.188813209533691,-0.43430280685424805,7300,-0.023544788360595703,93560.92488792998,1000.0
233,599319,5.05853271484375,9.190390586853027,-0.33428099751472473,7400,0.08418017625808716,93592.51083873,1000.0
233,607419,4.971399784088135,9.175130844116211,-0.03801485896110535,7500,0.09922349452972412,93504.95307423,1000.0
233,615519,4.860328674316406,9.1959867477417,-0.3905329406261444,7600,0.004448592662811279,93245.29614483,1000.0
233,623619,4.859673500061035,9.152970314025879,-0.3495210111141205,7700,-0.019793152809143066,93138.99460019002,1000.0
233,631719,4.81382942199707,9.184402465820312,0.16005122661590576,7800,-0.04059159755706787,93181.2773314,1000.0
233,639819,4.8688459396362305,9.180459022521973,0.03987614065408707,7900,0.014512360095977783,93200.36763013,1000.0
233,647919,5.051813125610352,9.179062843322754,-0.26905420422554016,8000,-0.036315083503723145,93592.15361661,1000.0
233,656019,4.966792583465576,9.183913230895996,-0.1394757330417633,8100,0.013256847858428955,94530.81596935,1000.0
232,664119,4.905337333679199,9.184073448181152,-0.2679482102394104,8200,-0.02686142921447754,95377.63231478998,1000.0
232,672219,5.0650715827941895,9.19126033782959,-0.12911565601825714,8300,0.020396769046783447,95414.33785954003,1000.0
232,680319,5.046427249908447,9.196410179138184,-0.35871657729148865,8400,0.02229487895965576,96058.57754061997,1000.0
232,688419,5.024912357330322,9.172469139099121,-0.2555968761444092,8500,-0.18347609043121338,95968.31239656999,1000.0
232,696519,5.005626201629639,9.190298080444336,-0.49241194128990173,8600,-0.048261046409606934,96031.21705740999,1000.0
232,704619,5.042954921722412,9.166938781738281,0.0653386190533638,8700,0.015983998775482178,96749.53863026999,1000.0
232,712719,5.0190253257751465,9.203797340393066,-0.4142248332500458,8800,-0.03257131576538086,97029.82670804,1000.0
232,720819,5.115927696228027,9.230328559875488,-0.013236008584499359,8900,0.002342402935028076,97249.36911522999,1000.0
232,728919,5.196569919586182,9.223065376281738,-0.18236050009727478,9000,-0.04973793029785156,97676.24347687,1000.0
232,737019,5.316183567047119,9.199464797973633,-0.23267395794391632,9100,0.03939259052276611,97865.33131018,1000.0
232,745119,5.3609724044799805,9.205263137817383,0.06498546153306961,9200,0.062392473220825195,97939.93431181001,1000.0
232,753219,5.210196495056152,9.215136528015137,-0.2613571584224701,9300,-0.006900191307067871,98087.40076680001,1000.0
232,761319,5.253428936004639,9.220731735229492,-0.2683258056640625,9400,-0.08339595794677734,98168.93601090001,1000.0
232,769419,5.197891712188721,9.250779151916504,-0.12187306582927704,9500,-0.004084587097167969,98216.89591649002,1000.0
232,777519,5.3439812660217285,9.2785062789917,-0.08690065145492554,9600,-0.04717302322387695,98359.55827184001,1000.0
232,785619,5.419233798980713,9.306358337402344,-0.4889408349990845,9700,-0.030518174171447754,98666.42548498999,1000.0
232,793719,5.496538162231445,9.314324378967285,-0.005730167031288147,9800,0.041516661643981934,98924.25516873001,1000.0
232,801819,5.4373779296875,9.343283653259277,-0.08230755478143692,9900,0.05350315570831299,99175.38333052,1000.0
232,809919,5.248097896575928,9.36616325378418,-0.2605944275856018,10000,-0.10575759410858154,99522.09876719002,1000.0
232,818019,5.3251848220825195,9.370421409606934,-0.19064722955226898,10100,-0.003106832504272461,99789.16207120001,1000.0
232,826119,5.195782661437988,9.412834167480469,-0.027182549238204956,10200,-0.06809282302856445,99547.40221366001,1000.0
232,834219,5.379627227783203,9.410303115844727,-0.18661756813526154,10300,0.07125401496887207,99474.00090966001,1000.0
232,842319,5.315193176269531,9.430412292480469,-0.229714035987854,10400,0.053886234760284424,99390.43151178003,1000.0
232,850419,5.278193473815918,9.46560001373291,-0.20773011445999146,10500,-0.021790266036987305,99583.27352668002,1000.0
232,858519,5.503083229064941,9.463922500610352,0.18710526823997498,10600,0.037607550621032715,99721.79032366998,1000.0
232,866619,5.442107200622559,9.4838285446167,-0.04584142938256264,10700,-0.09602665901184082,99668.14689785,1000.0
232,874719,5.621761322021484,9.500234603881836,-0.14264269173145294,10800,0.02374899387359619,99640.96590632001,1000.0
232,882819,5.538815498352051,9.505041122436523,0.12383720278739929,10900,0.023158490657806396,99176.79219451001,1000.0
232,890919,5.379761695861816,9.493987083435059,-0.09298688173294067,11000,-0.0004914999008178711,99030.34624976001,1000.0
232,899019,5.481607913970947,9.484003067016602,-0.3872363269329071,11100,0.05841714143753052,99276.5067914,1000.0
232,907119,5.596858501434326,9.483565330505371,-0.03478449955582619,11200,0.04603952169418335,99385.95402309997,1000.0
232,915219,5.4170942306518555,9.51536750793457,-0.3890973925590515,11300,0.028577029705047607,99385.11889978999,1000.0
232,923319,5.583493232727051,9.517151832580566,-0.0002867206931114197,11400,0.006018698215484619,99519.55704408,1000.0
232,931419,5.516106605529785,9.524740219116211,-0.12128579616546631,11500,-0.0035310983657836914,99790.15770202002,1000.0
232,939519,5.468589782714844,9.536833763122559,-0.343122661113739,11600,-0.004034161567687988,99982.98824766999,1000.0
232,947619,5.436611175537109,9.544492721557617,-0.1035078838467598,11700,0.00020831823348999023,100128.55463457001,1000.0
232,955719,5.446465969085693,9.537178039550781,0.2497769594192505,11800,-0.05222654342651367,100083.33571899001,1000.0
232,963819,5.387430191040039,9.532774925231934,-0.36418402194976807,11900,-0.019748568534851074,100156.74655338,1000.0
232,971919,5.378856182098389,9.529268264770508,-0.3467465043067932,12000,0.032878756523132324,100532.81121127,1000.0
232,980019,5.462166786193848,9.525601387023926,-0.18608015775680542,12100,0.04183894395828247,100891.77956608002,1000.0
232,988119,5.3584136962890625,9.532492637634277,0.10553299635648727,12200,-0.07185018062591553,101340.82302701,1000.0
232,996219,5.232185363769531,9.536139488220215,-0.2749422788619995,12300,-0.04686450958251953,101480.00400715003,1000.0
233,1004319,5.525702476501465,9.539740562438965,-0.3415810465812683,12400,0.009008467197418213,101031.25907695999,1000.0
233,1012419,5.5149641036987305,9.540556907653809,0.17552725970745087,12500,-0.0584259033203125,101118.95742401,1000.0
